passaporte_num,sobrenome,nome,data_nasc,sexo,naturalidade,filiacao1,filiacao2,autoridade,data_expedicao,valido_ate,mrz_linha1,mrz_linha2,rg,nome_assinatura
DQ439160,CAMARA,AURORA,06/04/1957,F,CAVALCANTI/CE,STELLA LEAO,MARIA LIZ MOREIRA,SR/PF/CE,28/07/2022,25/07/2032,P<USACAMARA<<AURORA<<<<<<<<<<<<<<<<<<<<<<<<<,DQ439160<7USA5704068F320725<<<<<<<<<<<<<<<<<,63750284X,Aurora Camara
VH448537,FERNANDES,VICENTE,29/08/1996,M,SALES GRANDE/RS,AMANDA CAMARGO,CALEBE CIRINO,SR/PF/RS,26/08/2023,23/08/2033,P<USAFERNANDES<<VICENTE<<<<<<<<<<<<<<<<<<<<<,VH448537<7USA9608298M330823<<<<<<<<<<<<<<<<<,057631827,Vicente Fernandes
ZJ704099,SOUZA,OLIVIA,27/03/1980,F,PIMENTA/BA,MILENA CASSIANO,MARIA ISIS CAMARA,SR/PF/BA,06/12/2022,03/12/2032,P<USASOUZA<<OLIVIA<<<<<<<<<<<<<<<<<<<<<<<<<<,ZJ704099<7USA8003278F321203<<<<<<<<<<<<<<<<<,564270386,Olivia Souza
CS735990,NOVAES,ANTONELLA,30/03/1974,F,MORAES/RR,ANNA LIZ CAMPOS,SR. YAGO SOUZA,SR/PF/RR,16/09/2021,14/09/2031,P<USANOVAES<<ANTONELLA<<<<<<<<<<<<<<<<<<<<<<,CS735990<7USA7403308F310914<<<<<<<<<<<<<<<<<,462801536,Antonella Novaes
VG217540,RAMOS,MARCOS VINICIUS,27/03/1979,M,DA LUZ DE ABREU/PE,DRA. ANA CECILIA COSTA,AUGUSTO PASTOR,SR/PF/PE,30/09/2023,27/09/2033,P<USARAMOS<<MARCOS<VINICIUS<<<<<<<<<<<<<<<<<,VG217540<7USA7903278M330927<<<<<<<<<<<<<<<<<,351480626,Marcos Vinicius Ramos
UI315030,MOURA,LIVIA,15/07/1994,F,FARIAS/SE,SRA. MARIAH MELO,LUNA SIQUEIRA,SR/PF/SE,13/09/2022,10/09/2032,P<USAMOURA<<LIVIA<<<<<<<<<<<<<<<<<<<<<<<<<<<,UI315030<7USA9407158F320910<<<<<<<<<<<<<<<<<,840275638,Livia Moura
RE658244,MACHADO,CAIO,27/10/1958,M,OLIVEIRA/SP,PIETRA CARDOSO,DIOGO CIRINO,SR/PF/SP,16/09/2025,14/09/2035,P<USAMACHADO<<CAIO<<<<<<<<<<<<<<<<<<<<<<<<<<,RE658244<7USA5810278M350914<<<<<<<<<<<<<<<<<,456738216,Caio Machado
ZO868463,CIRINO,GABRIELLY,26/09/1989,F,MACHADO DE PINTO/SP,USAYAN CARVALHO,ELISA MACHADO,SR/PF/SP,04/10/2021,02/10/2031,P<USACIRINO<<GABRIELLY<<<<<<<<<<<<<<<<<<<<<<,ZO868463<7USA8909268F311002<<<<<<<<<<<<<<<<<,450726812,Gabrielly Cirino
IB676225,REZENDE,LAURA,27/10/2004,F,PEIXOTO/MA,ISAAC MONTEIRO,VINICIUS MOURA,SR/PF/MA,27/12/2023,24/12/2033,P<USAREZENDE<<LAURA<<<<<<<<<<<<<<<<<<<<<<<<<,IB676225<7USA0410278F331224<<<<<<<<<<<<<<<<<,105342786,Laura Rezende
WO642207,SALES,RAEL,30/09/2007,M,DAS NEVES DE NUNES/PA,MARIANA DA COSTA,PAULO GARCIA,SR/PF/PA,17/10/2025,15/10/2035,P<USASALES<<RAEL<<<<<<<<<<<<<<<<<<<<<<<<<<<<,WO642207<7USA0709308M351015<<<<<<<<<<<<<<<<<,510726343,Rael Sales
MJ397606,FARIAS,ERICK,14/08/1992,M,CAVALCANTE/CE,DANTE RODRIGUES,EDUARDA SILVEIRA,SR/PF/CE,06/04/2021,04/04/2031,P<USAFARIAS<<ERICK<<<<<<<<<<<<<<<<<<<<<<<<<<,MJ397606<7USA9208148M310404<<<<<<<<<<<<<<<<<,754831267,Erick Farias
ON787997,CASTRO,LETICIA,11/11/2001,F,MACHADO DE SA/PA,DRA. ISABELLY DAS NEVES,BRUNA DAS NEVES,SR/PF/PA,10/06/2022,07/06/2032,P<USACASTRO<<LETICIA<<<<<<<<<<<<<<<<<<<<<<<<,ON787997<7USA0111118F320607<<<<<<<<<<<<<<<<<,63512807X,Leticia Castro
RM410391,DIAS,ELOAH,24/08/1970,F,DUARTE/GO,THIAGO MOURA,OLIVIA APARECIDA,SR/PF/GO,21/05/2024,19/05/2034,P<USADIAS<<ELOAH<<<<<<<<<<<<<<<<<<<<<<<<<<<<,RM410391<7USA7008248F340519<<<<<<<<<<<<<<<<<,26071835X,Eloah Dias
BA771679,FOGACA,MARIA ISIS,26/05/2003,F,PASTOR DE ABREU/DF,DANIELA PORTO,MARIA JULIA JESUS,SR/PF/DF,03/07/2022,30/06/2032,P<USAFOGACA<<MARIA<ISIS<<<<<<<<<<<<<<<<<<<<<,BA771679<7USA0305268F320630<<<<<<<<<<<<<<<<<,451876325,Maria Isis Fogaca
SS750141,ALBUQUERQUE,LEVI,18/05/1977,M,REZENDE/MS,CALEB ARAUJO,RHAVI DA MOTA,SR/PF/MS,14/05/2024,12/05/2034,P<USAALBUQUERQUE<<LEVI<<<<<<<<<<<<<<<<<<<<<<,SS750141<7USA7705188M340512<<<<<<<<<<<<<<<<<,360478219,Levi Albuquerque
EW209780,MENDONCA,MATHEUS,19/08/1963,M,FARIAS/PE,LARA DA MATA,ANA JULIA NOGUEIRA,SR/PF/PE,09/04/2025,07/04/2035,P<USAMENDONCA<<MATHEUS<<<<<<<<<<<<<<<<<<<<<<,EW209780<7USA6308198M350407<<<<<<<<<<<<<<<<<,25713864X,Matheus Mendonca
JX633924,DAS NEVES,BERNARDO,01/08/1979,M,PORTO/PI,RAVI LUCCA BARROS,BELLA PASTOR,SR/PF/PI,21/08/2024,19/08/2034,P<USADAS<NEVES<<BERNARDO<<<<<<<<<<<<<<<<<<<<,JX633924<7USA7908018M340819<<<<<<<<<<<<<<<<<,064728511,Bernardo Das Neves
XA913356,AZEVEDO,THEO,02/06/2003,M,RIBEIRO/RO,JOAO CASA GRANDE,USAYAN MOREIRA,SR/PF/RO,29/01/2025,27/01/2035,P<USAAZEVEDO<<THEO<<<<<<<<<<<<<<<<<<<<<<<<<<,XA913356<7USA0306028M350127<<<<<<<<<<<<<<<<<,843706156,Theo Azevedo
MO361545,SAMPAIO,RAQUEL,26/09/1950,F,DA PAZ DA SERRA/PB,DR. ENZO MARQUES,LUIZA SANTOS,SR/PF/PB,16/03/2024,14/03/2034,P<USASAMPAIO<<RAQUEL<<<<<<<<<<<<<<<<<<<<<<<<,MO361545<7USA5009268F340314<<<<<<<<<<<<<<<<<,583217047,Raquel Sampaio
KY607032,BORGES,NOAH,16/10/1975,M,ALMEIDA DO GALHO/AM,VICENTE ARAGAO,DANIELA CALDEIRA,SR/PF/AM,11/05/2025,09/05/2035,P<USABORGES<<NOAH<<<<<<<<<<<<<<<<<<<<<<<<<<<,KY607032<7USA7510168M350509<<<<<<<<<<<<<<<<<,061847252,Noah Borges
GV281129,PINTO,HELOISA,02/08/2001,F,MOURA/MG,LIVIA CARDOSO,MARIA CLARA RIOS,SR/PF/MG,03/05/2021,01/05/2031,P<USAPINTO<<HELOISA<<<<<<<<<<<<<<<<<<<<<<<<<,GV281129<7USA0108028F310501<<<<<<<<<<<<<<<<<,613547020,Heloisa Pinto
MG400146,SA,HADASSA,09/02/2006,F,RODRIGUES DO NORTE/PR,MAITE PASTOR,MARCELA SANTOS,SR/PF/PR,25/01/2021,23/01/2031,P<USASA<<HADASSA<<<<<<<<<<<<<<<<<<<<<<<<<<<<,MG400146<7USA0602098F310123<<<<<<<<<<<<<<<<<,720651384,Hadassa Sa
JQ878071,SALES,MARIA ISIS,13/05/2000,F,CAMPOS/AC,RODRIGO TEIXEIRA,SR. CAUE OLIVEIRA,SR/PF/AC,14/04/2025,12/04/2035,P<USASALES<<MARIA<ISIS<<<<<<<<<<<<<<<<<<<<<<,JQ878071<7USA0005138F350412<<<<<<<<<<<<<<<<<,358670147,Maria Isis Sales
WS583545,DA CRUZ,RHAVI,09/12/1970,M,FREITAS DE ANDRADE/PA,FELIPE DUARTE,LARA APARECIDA,SR/PF/PA,16/01/2021,14/01/2031,P<USADA<CRUZ<<RHAVI<<<<<<<<<<<<<<<<<<<<<<<<<,WS583545<7USA7012098M310114<<<<<<<<<<<<<<<<<,364178255,Rhavi Da Cruz
JB365531,DA LUZ,CLARICE,17/05/1995,F,DA PAZ DE VARGAS/RN,ANA LIZ NOGUEIRA,FRANCISCO RAMOS,SR/PF/RN,15/12/2022,12/12/2032,P<USADA<LUZ<<CLARICE<<<<<<<<<<<<<<<<<<<<<<<<,JB365531<7USA9505178F321212<<<<<<<<<<<<<<<<<,267501341,Clarice Da Luz
KF893428,FREITAS,ANA JULIA,06/11/1956,F,FOGACA/SP,ELISA GONCALVES,SRTA. ANA CLARA FOGACA,SR/PF/SP,30/12/2023,27/12/2033,P<USAFREITAS<<ANA<JULIA<<<<<<<<<<<<<<<<<<<<<,KF893428<7USA5611068F331227<<<<<<<<<<<<<<<<<,075426183,Ana Julia Freitas
HC609437,CAMARA,PEDRO,16/04/1955,M,PASTOR DO NORTE/MT,MARIA LUISA ABREU,SRA. SOPHIE DUARTE,SR/PF/MT,25/10/2024,23/10/2034,P<USACAMARA<<PEDRO<<<<<<<<<<<<<<<<<<<<<<<<<<,HC609437<7USA5504168M341023<<<<<<<<<<<<<<<<<,641280737,Pedro Camara
YP861323,LEAO,CAUA,07/04/1962,M,VIEIRA/RN,ELISA NUNES,BARBARA PASTOR,SR/PF/RN,03/09/2024,01/09/2034,P<USALEAO<<CAUA<<<<<<<<<<<<<<<<<<<<<<<<<<<<<,YP861323<7USA6204078M340901<<<<<<<<<<<<<<<<<,645027182,Caua Leao
ZI882505,OLIVEIRA,STEPHANY,19/01/1971,F,PIRES DA MATA/MG,ASAFE SILVEIRA,HELOISA CARDOSO,SR/PF/MG,25/09/2024,23/09/2034,P<USAOLIVEIRA<<STEPHANY<<<<<<<<<<<<<<<<<<<<<,ZI882505<7USA7101198F340923<<<<<<<<<<<<<<<<<,358124761,Stephany Oliveira
OM650707,DIAS,DAVI LUCCA,29/01/1990,M,PACHECO DAS FLORES/RJ,SR. ANTONIO JESUS,ARTHUR GABRIEL NUNES,SR/PF/RJ,06/10/2021,04/10/2031,P<USADIAS<<DAVI<LUCCA<<<<<<<<<<<<<<<<<<<<<<<,OM650707<7USA9001298M311004<<<<<<<<<<<<<<<<<,40137628X,Davi Lucca Dias
HA600600,SAMPAIO,THEODORO,27/05/1981,M,LEAO/MT,MURILO GUERRA,GABRIELLY RAMOS,SR/PF/MT,10/07/2022,07/07/2032,P<USASAMPAIO<<THEODORO<<<<<<<<<<<<<<<<<<<<<<,HA600600<7USA8105278M320707<<<<<<<<<<<<<<<<<,351742086,Theodoro Sampaio
OZ593605,GONCALVES,DANIELA,26/04/1956,F,NOGUEIRA GRANDE/PR,LAIS CAVALCANTE,DRA. MARCELA BRITO,SR/PF/PR,26/07/2023,23/07/2033,P<USAGONCALVES<<DANIELA<<<<<<<<<<<<<<<<<<<<<,OZ593605<7USA5604268F330723<<<<<<<<<<<<<<<<<,725086142,Daniela Goncalves
LE974084,PORTO,MANUELA,02/08/1964,F,SA DE APARECIDA/RR,GUILHERME SILVA,VITORIA OLIVEIRA,SR/PF/RR,10/01/2021,08/01/2031,P<USAPORTO<<MANUELA<<<<<<<<<<<<<<<<<<<<<<<<<,LE974084<7USA6408028F310108<<<<<<<<<<<<<<<<<,084176325,Manuela Porto
PT280474,CARDOSO,PAULO,27/06/1990,M,SAMPAIO VERDE/ES,DRA. CAROLINE NOGUEIRA,GIOVANNA NOVAIS,SR/PF/ES,16/11/2021,14/11/2031,P<USACARDOSO<<PAULO<<<<<<<<<<<<<<<<<<<<<<<<<,PT280474<7USA9006278M311114<<<<<<<<<<<<<<<<<,568241034,Paulo Cardoso
SF250090,MOURA,OTAVIO,26/07/1975,M,ANDRADE GRANDE/AL,LIAM ANDRADE,ENRICO SAMPAIO,SR/PF/AL,11/10/2022,08/10/2032,P<USAMOURA<<OTAVIO<<<<<<<<<<<<<<<<<<<<<<<<<<,SF250090<7USA7507268M321008<<<<<<<<<<<<<<<<<,173624583,Otavio Moura
GG174611,MARTINS,ELOA,21/12/1971,F,FERREIRA DE CAVALCANTE/SE,GABRIEL SA,AURORA APARECIDA,SR/PF/SE,16/11/2025,14/11/2035,P<USAMARTINS<<ELOA<<<<<<<<<<<<<<<<<<<<<<<<<<,GG174611<7USA7112218F351114<<<<<<<<<<<<<<<<<,540321783,Eloa Martins
XZ648700,MENDONCA,ARTHUR MIGUEL,06/07/1964,M,NUNES/ES,RHAVI MORAES,AGATHA PIMENTA,SR/PF/ES,31/03/2022,28/03/2032,P<USAMENDONCA<<ARTHUR<MIGUEL<<<<<<<<<<<<<<<<,XZ648700<7USA6407068M320328<<<<<<<<<<<<<<<<<,278160347,Arthur Miguel Mendonca
ZI959739,DIAS,NATALIA,16/04/1985,F,NOVAIS DA PRATA/AL,JOAQUIM PACHECO,MARCOS VINICIUS CASA GRANDE,SR/PF/AL,06/11/2023,03/11/2033,P<USADIAS<<NATALIA<<<<<<<<<<<<<<<<<<<<<<<<<<,ZI959739<7USA8504168F331103<<<<<<<<<<<<<<<<<,410782567,Natalia Dias
VM769118,GONCALVES,ANA SOPHIA,22/04/1971,F,VIEIRA/MT,EMANUEL RIOS,LUARA SOUZA,SR/PF/MT,14/05/2021,12/05/2031,P<USAGONCALVES<<ANA<SOPHIA<<<<<<<<<<<<<<<<<<,VM769118<7USA7104228F310512<<<<<<<<<<<<<<<<<,235681477,Ana Sophia Goncalves
DN260440,MORAES,LAIS,25/01/1980,F,FONSECA/RS,GUILHERME DA CONCEICAO,ANTONELLA TEIXEIRA,SR/PF/RS,16/09/2025,14/09/2035,P<USAMORAES<<LAIS<<<<<<<<<<<<<<<<<<<<<<<<<<<,DN260440<7USA8001258F350914<<<<<<<<<<<<<<<<<,703528646,Lais Moraes
RX337224,RIBEIRO,DANILO,15/10/1996,M,GUERRA DE NASCIMENTO/ES,MARIA FLOR SAMPAIO,BENICIO CAVALCANTI,SR/PF/ES,16/12/2023,13/12/2033,P<USARIBEIRO<<DANILO<<<<<<<<<<<<<<<<<<<<<<<<,RX337224<7USA9610158M331213<<<<<<<<<<<<<<<<<,150682372,Danilo Ribeiro
DK834784,SILVEIRA,JOAO LUCAS,25/05/1976,M,NOGUEIRA DA SERRA/SC,DAVI LUIZ ARAGAO,NINA DA COSTA,SR/PF/SC,03/02/2023,31/01/2033,P<USASILVEIRA<<JOAO<LUCAS<<<<<<<<<<<<<<<<<<<,DK834784<7USA7605258M330131<<<<<<<<<<<<<<<<<,687310428,Joao Lucas Silveira
VW789217,MORAES,PAULO,03/08/1977,M,MENDES DA SERRA/RR,VITOR TEIXEIRA,ESTER MACHADO,SR/PF/RR,29/07/2021,27/07/2031,P<USAMORAES<<PAULO<<<<<<<<<<<<<<<<<<<<<<<<<<,VW789217<7USA7708038M310727<<<<<<<<<<<<<<<<<,576102386,Paulo Moraes
AM168154,COSTA,LUIZ GUSTAVO,27/10/1958,M,NUNES/ES,MARCELO ALVES,ALANA TEIXEIRA,SR/PF/ES,21/08/2025,19/08/2035,P<USACOSTA<<LUIZ<GUSTAVO<<<<<<<<<<<<<<<<<<<<,AM168154<7USA5810278M350819<<<<<<<<<<<<<<<<<,476253809,Luiz Gustavo Costa
AC829440,PASTOR,JULIANA,08/07/1976,F,RODRIGUES/MT,LUAN ALVES,LUIZ FERNANDO CASTRO,SR/PF/MT,05/01/2025,03/01/2035,P<USAPASTOR<<JULIANA<<<<<<<<<<<<<<<<<<<<<<<<,AC829440<7USA7607088F350103<<<<<<<<<<<<<<<<<,465832714,Juliana Pastor
HC179419,CAVALCANTI,LUIZ MIGUEL,11/01/1956,M,FARIAS DE GOIAS/AL,SR. SAMUEL PASTOR,RAFAEL MORAES,SR/PF/AL,17/05/2021,15/05/2031,P<USACAVALCANTI<<LUIZ<MIGUEL<<<<<<<<<<<<<<<<,HC179419<7USA5601118M310515<<<<<<<<<<<<<<<<<,615324873,Luiz Miguel Cavalcanti
YL307894,RAMOS,RAQUEL,22/10/1965,F,GUERRA/MA,LUCAS GABRIEL MACEDO,SRA. MANUELA SAMPAIO,SR/PF/MA,18/05/2022,15/05/2032,P<USARAMOS<<RAQUEL<<<<<<<<<<<<<<<<<<<<<<<<<<,YL307894<7USA6510228F320515<<<<<<<<<<<<<<<<<,541826037,Raquel Ramos
ZK624281,CUNHA,LUIZ HENRIQUE,13/08/1968,M,BRITO/RO,BEATRIZ GOMES,ANA CLARA DA LUZ,SR/PF/RO,27/05/2022,24/05/2032,P<USACUNHA<<LUIZ<HENRIQUE<<<<<<<<<<<<<<<<<<<,ZK624281<7USA6808138M320524<<<<<<<<<<<<<<<<<,758046327,Luiz Henrique Cunha
LU442491,CIRINO,ANTONELLA,30/11/2001,F,DA CONCEICAO DE COSTA/RJ,DAVI MIGUEL MORAES,BENJAMIN MOREIRA,SR/PF/RJ,31/10/2022,28/10/2032,P<USACIRINO<<ANTONELLA<<<<<<<<<<<<<<<<<<<<<<,LU442491<7USA0111308F321028<<<<<<<<<<<<<<<<<,176802459,Antonella Cirino
YE923985,VARGAS,BEATRIZ,18/12/1996,F,FREITAS/SC,PEDRO LUCAS PIMENTA,SRTA. AMANDA DA MATA,SR/PF/SC,14/03/2023,11/03/2033,P<USAVARGAS<<BEATRIZ<<<<<<<<<<<<<<<<<<<<<<<<,YE923985<7USA9612188F330311<<<<<<<<<<<<<<<<<,712635403,Beatriz Vargas
VG965186,MORAES,JOAO LUCAS,26/02/1964,M,FERREIRA DE CAVALCANTI/AC,CLARICE OLIVEIRA,STELLA DA MOTA,SR/PF/AC,14/03/2022,11/03/2032,P<USAMORAES<<JOAO<LUCAS<<<<<<<<<<<<<<<<<<<<<,VG965186<7USA6402268M320311<<<<<<<<<<<<<<<<<,638570219,Joao Lucas Moraes
SP818532,PASTOR,JADE,05/07/1967,F,SILVEIRA/RS,ENRICO DAS NEVES,MARIA JULIA NASCIMENTO,SR/PF/RS,30/11/2024,28/11/2034,P<USAPASTOR<<JADE<<<<<<<<<<<<<<<<<<<<<<<<<<<,SP818532<7USA6707058F341128<<<<<<<<<<<<<<<<<,056428376,Jade Pastor
UM520386,NASCIMENTO,BRENDA,28/07/1995,F,VIANA/CE,SRTA. JULIA SAMPAIO,AYLLA DA ROCHA,SR/PF/CE,14/02/2021,12/02/2031,P<USANASCIMENTO<<BRENDA<<<<<<<<<<<<<<<<<<<<<,UM520386<7USA9507288F310212<<<<<<<<<<<<<<<<<,743280659,Brenda Nascimento
YL072372,ALBUQUERQUE,ANDRE,27/05/1995,M,COSTA/MS,BRYAN CIRINO,KAIQUE DUARTE,SR/PF/MS,11/08/2023,08/08/2033,P<USAALBUQUERQUE<<ANDRE<<<<<<<<<<<<<<<<<<<<<,YL072372<7USA9505278M330808<<<<<<<<<<<<<<<<<,472365812,Andre Albuquerque
LL615195,DIAS,DAVI,20/05/1989,M,SA/MS,BENICIO ARAUJO,JULIA FOGACA,SR/PF/MS,24/12/2022,21/12/2032,P<USADIAS<<DAVI<<<<<<<<<<<<<<<<<<<<<<<<<<<<<,LL615195<7USA8905208M321221<<<<<<<<<<<<<<<<<,354768025,Davi Dias
VD094691,NOVAIS,THEO,29/04/1953,M,DA MATA/PR,GUILHERME MORAES,SAMUEL BORGES,SR/PF/PR,22/09/2021,20/09/2031,P<USANOVAIS<<THEO<<<<<<<<<<<<<<<<<<<<<<<<<<<,VD094691<7USA5304298M310920<<<<<<<<<<<<<<<<<,15462780X,Theo Novais
ZQ259308,PACHECO,FERNANDA,16/03/1960,F,ABREU PAULISTA/PR,ANA CLARA DA MOTA,CAUE CARDOSO,SR/PF/PR,09/09/2024,07/09/2034,P<USAPACHECO<<FERNANDA<<<<<<<<<<<<<<<<<<<<<<,ZQ259308<7USA6003168F340907<<<<<<<<<<<<<<<<<,024856319,Fernanda Pacheco
HE929498,DA MOTA,MIRELLA,29/06/2005,F,SILVEIRA DO CAMPO/RJ,ANA JULIA VIANA,GUSTAVO HENRIQUE SIQUEIRA,SR/PF/RJ,28/09/2021,26/09/2031,P<USADA<MOTA<<MIRELLA<<<<<<<<<<<<<<<<<<<<<<<,HE929498<7USA0506298F310926<<<<<<<<<<<<<<<<<,54067381X,Mirella Da Mota
BS291564,PIRES,ENZO GABRIEL,19/04/1953,M,NASCIMENTO DA MATA/BA,ALEXANDRE CORREIA,ALEXIA LIMA,SR/PF/BA,23/08/2025,21/08/2035,P<USAPIRES<<ENZO<GABRIEL<<<<<<<<<<<<<<<<<<<<,BS291564<7USA5304198M350821<<<<<<<<<<<<<<<<<,647201835,Enzo Gabriel Pires
DH035059,NOVAES,GABRIELA,20/11/1964,F,CIRINO ALEGRE/CE,SRA. EMILLY CIRINO,RAUL MARTINS,SR/PF/CE,07/10/2025,05/10/2035,P<USANOVAES<<GABRIELA<<<<<<<<<<<<<<<<<<<<<<<,DH035059<7USA6411208F351005<<<<<<<<<<<<<<<<<,716580238,Gabriela Novaes
VT902780,ARAGAO,VINICIUS,07/06/1971,M,SILVEIRA/SC,SRA. MARIA LIZ FOGACA,SARAH MONTENEGRO,SR/PF/SC,14/04/2025,12/04/2035,P<USAARAGAO<<VINICIUS<<<<<<<<<<<<<<<<<<<<<<<,VT902780<7USA7106078M350412<<<<<<<<<<<<<<<<<,057813425,Vinicius Aragao
DJ526459,ALBUQUERQUE,MATTEO,27/09/1981,M,COSTA DA PRATA/PR,BENJAMIM NOVAIS,ISIS RIOS,SR/PF/PR,27/06/2021,25/06/2031,P<USAALBUQUERQUE<<MATTEO<<<<<<<<<<<<<<<<<<<<,DJ526459<7USA8109278M310625<<<<<<<<<<<<<<<<<,241708655,Matteo Albuquerque
WC989772,CAVALCANTI,MURILO,02/11/1998,M,DAS NEVES/PR,STELLA CARVALHO,VICENTE NOVAES,SR/PF/PR,10/04/2022,07/04/2032,P<USACAVALCANTI<<MURILO<<<<<<<<<<<<<<<<<<<<<,WC989772<7USA9811028M320407<<<<<<<<<<<<<<<<<,174068323,Murilo Cavalcanti
GK272069,VARGAS,BEATRIZ,26/02/1953,F,DA ROCHA GRANDE/PE,SRTA. AMANDA RIBEIRO,LETICIA CORREIA,SR/PF/PE,14/08/2021,12/08/2031,P<USAVARGAS<<BEATRIZ<<<<<<<<<<<<<<<<<<<<<<<<,GK272069<7USA5302268F310812<<<<<<<<<<<<<<<<<,628314577,Beatriz Vargas
ZL369004,SAMPAIO,YURI,05/03/2001,M,GUERRA/TO,THEODORO MOURA,DRA. LETICIA VARGAS,SR/PF/TO,06/01/2021,04/01/2031,P<USASAMPAIO<<YURI<<<<<<<<<<<<<<<<<<<<<<<<<<,ZL369004<7USA0103058M310104<<<<<<<<<<<<<<<<<,375126405,Yuri Sampaio
VX191887,CORREIA,MARIA LUIZA,13/12/1961,F,MOURA DE MONTEIRO/AP,PIETRO RODRIGUES,ENRICO MONTEIRO,SR/PF/AP,15/02/2022,13/02/2032,P<USACORREIA<<MARIA<LUIZA<<<<<<<<<<<<<<<<<<<,VX191887<7USA6112138F320213<<<<<<<<<<<<<<<<<,315672481,Maria Luiza Correia
OL319267,GONCALVES,LARA,20/08/1967,F,FARIAS DO GALHO/PR,BEATRIZ GARCIA,ANA CAROLINA FARIAS,SR/PF/PR,04/06/2025,02/06/2035,P<USAGONCALVES<<LARA<<<<<<<<<<<<<<<<<<<<<<<<,OL319267<7USA6708208F350602<<<<<<<<<<<<<<<<<,873450218,Lara Goncalves
GV195551,RIBEIRO,NATHAN,05/12/1993,M,GOMES DO CAMPO/AC,MATTEO CUNHA,VITOR HUGO DA CONCEICAO,SR/PF/AC,01/11/2022,29/10/2032,P<USARIBEIRO<<NATHAN<<<<<<<<<<<<<<<<<<<<<<<<,GV195551<7USA9312058M321029<<<<<<<<<<<<<<<<<,168045370,Nathan Ribeiro
LW781016,BARBOSA,VITOR GABRIEL,22/09/1967,M,VASCONCELOS/CE,DANIEL SANTOS,KEVIN DA LUZ,SR/PF/CE,23/07/2021,21/07/2031,P<USABARBOSA<<VITOR<GABRIEL<<<<<<<<<<<<<<<<<,LW781016<7USA6709228M310721<<<<<<<<<<<<<<<<<,801375423,Vitor Gabriel Barbosa
YX933585,DAS NEVES,EDUARDO,01/02/1976,M,RAMOS DE SIQUEIRA/RR,JOSE MIGUEL DA CRUZ,RHAVI GARCIA,SR/PF/RR,04/02/2024,01/02/2034,P<USADAS<NEVES<<EDUARDO<<<<<<<<<<<<<<<<<<<<<,YX933585<7USA7602018M340201<<<<<<<<<<<<<<<<<,840152371,Eduardo Das Neves
OT560363,CAVALCANTI,ANA JULIA,11/04/1973,F,DA MOTA/AM,DR. LUAN RIOS,JULIANA DIAS,SR/PF/AM,19/08/2021,17/08/2031,P<USACAVALCANTI<<ANA<JULIA<<<<<<<<<<<<<<<<<<,OT560363<7USA7304118F310817<<<<<<<<<<<<<<<<<,467308512,Ana Julia Cavalcanti
MJ518502,DA CONCEICAO,ANDRE,11/06/1972,M,FARIAS/MG,SOFIA CALDEIRA,LUIZ GUSTAVO FOGACA,SR/PF/MG,21/05/2023,18/05/2033,P<USADA<CONCEICAO<<ANDRE<<<<<<<<<<<<<<<<<<<<,MJ518502<7USA7206118M330518<<<<<<<<<<<<<<<<<,123784608,Andre Da Conceicao
AE723323,CAMPOS,JOAO LUCAS,03/01/1992,M,GUERRA/AP,SRA. CECILIA DA PAZ,MAITE NUNES,SR/PF/AP,10/09/2022,07/09/2032,P<USACAMPOS<<JOAO<LUCAS<<<<<<<<<<<<<<<<<<<<<,AE723323<7USA9201038M320907<<<<<<<<<<<<<<<<<,046375181,Joao Lucas Campos
GQ295479,MARTINS,HELOISA,20/06/1990,F,NOVAIS/AM,ANTHONY GOMES,SARAH PEIXOTO,SR/PF/AM,10/01/2023,07/01/2033,P<USAMARTINS<<HELOISA<<<<<<<<<<<<<<<<<<<<<<<,GQ295479<7USA9006208F330107<<<<<<<<<<<<<<<<<,451637082,Heloisa Martins
VA636049,DA ROCHA,SARA,24/11/1985,F,MOREIRA/AL,SOPHIE MENDES,MAYSA MENDES,SR/PF/AL,10/05/2024,08/05/2034,P<USADA<ROCHA<<SARA<<<<<<<<<<<<<<<<<<<<<<<<<,VA636049<7USA8511248F340508<<<<<<<<<<<<<<<<<,541236076,Sara Da Rocha
RJ325484,FERNANDES,STEPHANY,08/06/2005,F,VIANA/MT,ISABELLY NOGUEIRA,GUSTAVO HENRIQUE VIANA,SR/PF/MT,13/01/2025,11/01/2035,P<USAFERNANDES<<STEPHANY<<<<<<<<<<<<<<<<<<<<,RJ325484<7USA0506088F350111<<<<<<<<<<<<<<<<<,312450783,Stephany Fernandes
IO788878,FERREIRA,GUILHERME,05/01/1966,M,BARBOSA DA MATA/ES,VALENTIM MACHADO,ISABELLA GONCALVES,SR/PF/ES,15/05/2024,13/05/2034,P<USAFERREIRA<<GUILHERME<<<<<<<<<<<<<<<<<<<<,IO788878<7USA6601058M340513<<<<<<<<<<<<<<<<<,743182601,Guilherme Ferreira
PF187032,VARGAS,STELLA,14/01/1955,F,CAVALCANTI DE DA CRUZ/RJ,RAVI AZEVEDO,ISIS CAVALCANTI,SR/PF/RJ,05/11/2022,02/11/2032,P<USAVARGAS<<STELLA<<<<<<<<<<<<<<<<<<<<<<<<<,PF187032<7USA5501148F321102<<<<<<<<<<<<<<<<<,785026411,Stella Vargas
